Material-ID,Chemical_Formula,Temp_critical
S-8598,Y0.7Ca0.3Ba2Cu3O6.12,35
S-4301,Y0.7Ca0.3Ba2Cu3O6.78,78
S-15192,Y0.7Ca0.3Ba2Cu3O6.87,88.7
S-15757,Y0.7Ca0.3C2,2.4
S-488,Y0.7Ca0.3Sr1.5Ba0.5Cu2.8Cr0.2O7,41
S-5101,Y0.7Cd0.3Ba2Cu3O7,92.8
S-5928,Y0.7Gd0.3Rh4B4,3.54
S-4135,Y0.7La0.3Ba2Cu3O6.92,83
S-1865,Y0.7Pr0.2Ca0.1Ba2Cu4O8,73.4
S-7218,Y0.7Pr0.3Ba2Cu3O6.6,28.5
S-1304,Y0.7Pr0.3Ba2Cu3O6.65,46
S-14948,Y0.7Pr0.3Ba2Cu3O6.75,25.2
S-8535,Y0.7Pr0.3Ba2Cu3O6.85,27.4
S-16066,Y0.7Pr0.3Ba2Cu3O6.88,47.5
S-12027,Y0.7Pr0.3Ba2Cu3O6.942,60.6
S-6125,Y0.7Pr0.3Ba2Cu3O6.96,57
S-2064,Y0.7Pr0.3Ba2Cu3O6.965,55
S-7582,Y0.7Pr0.3Ba2Cu3O6.97,59.3
S-10398,Y0.7Pr0.3Ba2Cu3O6.98,57.4
S-10669,Y0.7Pr0.3Ba2Cu3O7,56.89
S-12523,Y0.7Pr0.3Ba2Cu4O8,63
S-12938,Y0.7Tb0.3Ni2B2C1,8.56
S-13558,Y0.7Th0.3C2,3.43
S-1207,Y0.7Th0.3Ni1C2,7.445
S-7190,Y0.7Zn0.3Ba2Cu3O7,23.5
S-9630,Y0.81Th0.19C2,3.52
S-11646,Y0.83Ca0.02Pr0.15Ba2Cu3O6.95,83
S-10129,Y0.83Er0.17Rh4B4,10.4
S-4754,Y0.84Lu0.16Ni2B2C1,14.8
S-3726,Y0.84Sr1.16Ba1Cu2.78S0.22O7,78.1
S-12615,Y0.84Sr2.16Cu2.78S0.22O7,45
S-13082,Y0.85Ba1.95Ca0.2Cu4O8,91.6
S-15403,Y0.85Ca0.05Pr0.1Ba2Cu3O6.95,84.6
S-8645,Y0.85Ca0.15Ba2Cu2.55Co0.45O7.08,30
S-5907,Y0.85Ca0.15Ba2Cu2.75Co0.25O7.01,80.6
S-8600,Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5
S-2124,Y0.85Ca0.15Ba2Cu2.85Co0.15O6.78,57.5
S-4199,Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,86
S-1899,Y0.85Ca0.15Ba2Cu2.85Ni0.15O6.85,67
S-3435,Y0.85Ca0.15Ba2Cu2.85Zn0.15O6.85,43
S-2994,Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6
S-267,Y0.85Ca0.15Ba2Cu3O6.58,80.6
S-15001,Y0.85Ca0.15Ba2Cu3O6.65,83
S-8091,Y0.85Ca0.15Ba2Cu3O6.71,78
S-11979,Y0.85Ca0.15Ba2Cu3O6.9,79
S-2149,Y0.85Ca0.15Ba2Cu4O8,88.9
S-2980,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5O7,55.6
S-2166,Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7,35.5
S-10068,Y0.85Ca0.15Sr1Ba1Cu2.5B0.5O7,43.6
S-5946,Y0.85Cs0.15Ba2Cu3O6.5,90.4
S-3836,Y0.85Gd0.15Ni2B2C1,9.95
S-3955,Y0.85K0.15Ba2Cu3O6.48,90.15
S-15256,Y0.85Pr0.05Ca0.1Ba2Cu4O8,83.8
S-9378,Y0.85Pr0.15Ba2Cu3O6.5,35.8
S-4798,Y0.85Pr0.15Ba2Cu3O6.65,52.9
S-7911,Y0.85Pr0.15Ba2Cu3O6.8,59
S-14822,Y0.85Pr0.15Ba2Cu3O6.84,75
S-8890,Y0.85Pr0.15Ba2Cu3O6.95,81.6
S-16264,Y0.85Pr0.15Ba2Cu3O6.97,81.8
S-15787,Y0.85Pr0.15Ba2Cu3O6.98,79.2
S-6061,Y0.85Pr0.15Ba2Cu4O8,72.3
S-14066,Y0.85Pr0.15Ni2B2C1,12
S-13310,Y0.85Rb0.15Ba2Cu3O6.48,91.95
S-4748,Y0.85Tb0.15Ni2B2C1,12.54
S-14536,Y0.868Ca0.132Ba2Cu3O6.928,75
S-15187,Y0.86Gd0.14Ni2B2C1,10.475
S-14155,Y0.87Pr0.13Ba2Cu3O7,78.35
S-16,Y0.887Ba1.962Ca0.15Cu4O8,91.8
S-7051,Y0.88Ca0.12Ba2Cu2.88Co0.12O6.78,87
S-6248,Y0.88Ca0.12Ba2Cu3O6,0
S-5963,Y0.88Ca0.12Ba2Cu4O8,88.5
S-3623,Y0.88Ca0.12Sr2Cu2.5Fe0.5O6.89,19
S-8110,Y0.899Ca0.101Ba2Cu3O6.943,83
S-12656,Y0.8Ba2Cu3O6.44,96
S-9817,Y0.8Ca0.05Pr0.15Ba2Cu3O6.95,82.7
S-11867,Y0.8Ca0.1Pr0.1Ba2Cu3O6.95,81.4
S-3131,Y0.8Ca0.1Pr0.1Ba2Cu3O7.01,78.4
S-14298,Y0.8Ca0.2Ba1.4La0.6Cu3O7.15,66
S-7112,Y0.8Ca0.2Ba1.5La0.5Cu3O7.11,80
S-12340,Y0.8Ca0.2Ba1.5La0.5Cu3O7.13,73
S-15305,Y0.8Ca0.2Ba1.8La0.2Cu3O6.94,84
S-7239,Y0.8Ca0.2Ba1.8La0.2Cu3O6.96,78
S-5909,Y0.8Ca0.2Ba2Cu2.75Co0.25O7.01,82.2
S-3282,Y0.8Ca0.2Ba2Cu2.85Co0.15O6.84,86
S-1417,Y0.8Ca0.2Ba2Cu2.8Al0.2O6.88,89.1
S-5734,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.78,55.5
S-12443,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.83,69
S-79,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98,82.5
S-15695,Y0.8Ca0.2Ba2Cu2.8Ni0.2O6.77,64
S-10867,Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.73,43
S-184,Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.74,44
S-5397,Y0.8Ca0.2Ba2Cu3O6,24
S-8173,Y0.8Ca0.2Ba2Cu3O6.03,43.5
S-2636,Y0.8Ca0.2Ba2Cu3O6.1,50
S-14776,Y0.8Ca0.2Ba2Cu3O6.3,40.6
S-11164,Y0.8Ca0.2Ba2Cu3O6.32,25.8
S-3392,Y0.8Ca0.2Ba2Cu3O6.4,52.6
S-15005,Y0.8Ca0.2Ba2Cu3O6.41,32.4
S-14720,Y0.8Ca0.2Ba2Cu3O6.49,61
S-14800,Y0.8Ca0.2Ba2Cu3O6.51,62.6
S-5449,Y0.8Ca0.2Ba2Cu3O6.53,80.9
S-4154,Y0.8Ca0.2Ba2Cu3O6.59,67.3
S-14213,Y0.8Ca0.2Ba2Cu3O6.6,72.1
S-4197,Y0.8Ca0.2Ba2Cu3O6.64,81
S-10802,Y0.8Ca0.2Ba2Cu3O6.7,76.7
S-2526,Y0.8Ca0.2Ba2Cu3O6.78,84.2
S-15488,Y0.8Ca0.2Ba2Cu3O6.8,84.1
S-8145,Y0.8Ca0.2Ba2Cu3O6.84,82
S-1853,Y0.8Ca0.2Ba2Cu3O6.86,79
S-8589,Y0.8Ca0.2Ba2Cu3O6.89,78.2
S-15776,Y0.8Ca0.2Ba2Cu3O7,71.6
S-11700,Y0.8Ca0.2Ba2Cu4O8,87.8
S-12254,Y0.8Ca0.2C2,2.82
S-13337,Y0.8Ca0.2Sr1.5Ba0.5Cu2.8Cr0.2O7,28
S-7639,Y0.8Ca0.2Sr1.6Ba0.4Cu2.7Ga0.3O7,53.9
S-9951,Y0.8Ca0.2Sr1Ba1Cu2.7Ga0.3O7,64
S-8468,Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7,45
S-15235,Y0.8Cd0.2Ba2Cu3O7,92.8
S-5863,Y0.8Ce0.1Ca0.1Ba2Cu4O8,63
S-1779,Y0.8Ga0.2Ba2Cu4O8,69
S-7480,Y0.8Gd0.2Ni2B2C1,8.1
S-8807,Y0.8La0.2B6,5.8
S-4887,Y0.8La0.2Ba2Cu3O6.9,84
S-9149,Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,87
S-4764,Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,80
S-5446,Y0.8Pr0.1Ca0.1Ba2Cu4O8,80
S-6503,Y0.8Pr0.2Ba1Sr1Cu3O6.9,79.4
S-9746,Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1,25
S-14061,Y0.8Pr0.2Ba2Cu3.925Fe0.075O8,10
S-1189,Y0.8Pr0.2Ba2Cu3.95Fe0.05O8,33
S-1034,Y0.8Pr0.2Ba2Cu3.975Fe0.025O8,46
S-9931,Y0.8Pr0.2Ba2Cu3O6.6,37
S-6826,Y0.8Pr0.2Ba2Cu3O6.65,51.7
S-3330,Y0.8Pr0.2Ba2Cu3O6.75,41.5
S-13205,Y0.8Pr0.2Ba2Cu3O6.8,56.1
S-3816,Y0.8Pr0.2Ba2Cu3O6.81,68
S-15201,Y0.8Pr0.2Ba2Cu3O6.82,71.6
S-10265,Y0.8Pr0.2Ba2Cu3O6.85,45.2
S-16361,Y0.8Pr0.2Ba2Cu3O6.91,62.7
S-14625,Y0.8Pr0.2Ba2Cu3O6.96,72.35
S-5577,Y0.8Pr0.2Ba2Cu3O6.965,70
S-6905,Y0.8Pr0.2Ba2Cu3O6.98,72.6
S-14777,Y0.8Pr0.2Ba2Cu3O7.1,57.6
S-8928,Y0.8Pr0.2Ba2Cu3O7.2,63.3
S-16116,Y0.8Pr0.2Ba2Cu3O7.3,62.6
S-9339,Y0.8Pr0.2Ba2Cu3O7.4,59.8
S-15364,Y0.8Pr0.2Ba2Cu3O7.5,62.9
S-2738,Y0.8Pr0.2Ba2Cu3O7.55,68.3
S-4316,Y0.8Pr0.2Ba2Cu3O7.65,66.5
S-2130,Y0.8Pr0.2Ba2Cu3O7.67,67.5
S-13617,Y0.8Pr0.2Ba2Cu3O7.79,65.4
S-11299,Y0.8Pr0.2Ba2Cu3O8.04,64.4
S-14417,Y0.8Pr0.2Ba2Cu3O8.06,65.8
S-3696,Y0.8Pr0.2Ba2Cu4O7.95,74
S-11165,Y0.8Pr0.2Ba2Cu4O8,66.79
S-11384,Y0.8Pr0.2Ni2B2C1,8.68
S-3684,Y0.8Pr0.2Sr2Cu2.85Re0.15O7,39.1
S-792,Y0.8Sc0.2Ba2Cu4O8,87
S-5769,Y0.8Sc0.2Ru1B2,8.1
S-15404,Y0.8Th0.2Ni1C2,6.535
S-6708,Y0.8Th1.2C2.7,15.1
S-13213,Y0.8Zn0.2Ba2Cu3O7,43
S-12682,Y0.91Th0.09C2,3.7
S-6028,Y0.925Ba1.975Ca0.1Cu4O8,92.3
S-13099,Y0.925Ca0.075Ba2Cu3O6.68,75.1
S-13068,Y0.925Ca0.075Ba2Cu3O6.93,86.3
S-2777,Y0.925Ca0.075Ba2Cu4O8,83.8
S-11280,Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.92,8
S-10797,Y0.92Gd0.08Ru2,2.2
S-14575,Y0.92Lu0.08Ni2B2C1,15.2
S-13891,Y0.93Ca0.07Ba2Cu4O8,86.25
S-8098,Y0.94Ca0.06Ba2Cu3O6.97,83.4
S-908,Y0.95Ba1.95Ca0.1Cu4O8,80
S-10155,Y0.95Ca0.05Ba1.6Sr0.4Cu4O7.8,82
S-9042,Y0.95Ca0.05Ba1.9La0.1Cu4O7.9,68.8
S-8640,Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.1
S-14044,Y0.95Ca0.05Ba2Cu2.85Co0.15O6.82,83
S-14721,Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5
S-6525,Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,92
S-2808,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75,64
S-9683,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.84,72.5
S-14362,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.96,88
S-10257,Y0.95Ca0.05Ba2Cu2.95Ni0.05O6.83,82
S-13561,Y0.95Ca0.05Ba2Cu2.95Zn0.05O6.89,65
S-4478,Y0.95Ca0.05Ba2Cu3O6.7,71
S-12364,Y0.95Ca0.05Ba2Cu3O6.79,88
S-5319,Y0.95Ca0.05Ba2Cu3O6.94,88.2
S-15843,Y0.95Ca0.05Ba2Cu4O8,85.16
S-13226,Y0.95Ce0.05B6,1.6
S-12000,Y0.95Ce0.05Ni2B2C1,13.8
S-6262,Y0.95Cs0.05Ba2Cu3O6.61,92.45
S-11487,Y0.95Ga0.05Ba2Cu4O8,75
S-8011,Y0.95Gd0.05Ni2B2C1,13.5
S-516,Y0.95K0.05Ba2Cu3O6.6,89.4
S-12264,Y0.95La0.05Ba2Cu3O6.58,93.65
S-11827,Y0.95Pr0.05Ba2Cu3O6.85,85.5
S-15509,Y0.95Pr0.05Ba2Cu3O6.95,91.5
S-5632,Y0.95Pr0.05Ba2Cu3O6.96,89.5
S-5887,Y0.95Pr0.05Ba2Cu3O6.965,88
S-14801,Y0.95Pr0.05Ba2Cu3O6.97,91.5
S-4151,Y0.95Pr0.05Ba2Cu4O8,77
S-7430,Y0.95Pr0.05Ni2B2C1,14.05
S-9191,Y0.95Rb0.05Ba2Cu3O6.59,92.05
S-8028,Y0.95Sc0.05Ba2Cu3O6.63,91.7
S-16112,Y0.95Sc0.05Ba2Cu4O8,79
S-8202,Y0.95Tb0.05Ni2B2C1,14.42
S-9750,Y0.962Ba1.987Ca0.05Cu4O8,91.5
S-2198,Y0.96Gd0.04Ru2,3.5
S-3918,Y0.975Ca0.025Ba2Cu2.975Al0.025O6.89,94.5
S-8903,Y0.975Ca0.025Ba2Cu3O6.72,70.8
S-8697,Y0.975Ca0.025Ba2Cu3O6.95,91.5
S-13487,Y0.975Ca0.025Ba2Cu4O8,80.75
S-1712,Y0.97Ca0.03Ba2Cu3O6,0
S-3575,Y0.97Ca0.03Ba2Cu3O6.97,86.7
S-10390,Y0.97Ca0.03Ba2Cu4O8,81.9
S-2461,Y0.981Ba1.994Ca0.025Cu4O8,87.1
S-15489,Y0.984Ca0.016Ba2Cu3O6.986,89.5
S-14108,Y0.985Ca0.015Ba2Cu3O6.98,89.9
S-13861,Y0.98Ca0.02Ba2Cu4O8,87
S-4809,Y0.99Ba1.99Cu2.847Li0.153O6.4,62
S-3577,Y0.99Ca0.01Ba2Cu4O8,78.7
S-10416,Y0.99Gd0.01Rh4B4,10.1
S-2836,Y0.99La0.01Ba2Cu3O7.07,91
S-14161,Y0.9Ba0.1Cu1O4,81
S-15810,Y0.9Ba2Cu3O6.58,93.4
S-8712,Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,60
S-7873,Y0.9Ca0.1Ba1.5La0.5Cu3O7.19,57.9
S-12952,Y0.9Ca0.1Ba1.6La0.4Cu3O7.09,72
S-5344,Y0.9Ca0.1Ba1.6La6Cu3O7.18,43
S-514,Y0.9Ca0.1Ba1.6Sr0.4Cu4O7.8,85.5
S-4217,Y0.9Ca0.1Ba1.7La0.3Cu3O7.04,82
S-15154,Y0.9Ca0.1Ba1.8La0.2Cu3O6.97,87
S-6156,Y0.9Ca0.1Ba1.9La0.1Cu3O6.95,86
S-1418,Y0.9Ca0.1Ba1.9La0.1Cu3O6.96,82
S-14894,Y0.9Ca0.1Ba1.9La0.1Cu4O7.8,79
S-14949,Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18
S-10294,Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03,76.9
S-10675,Y0.9Ca0.1Ba2Cu2.85Co0.15O6.91,84
S-11211,Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8
S-1255,Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,91.1
S-714,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.76,57.5
S-10051,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.84,69.5
S-14831,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,88
S-4775,Y0.9Ca0.1Ba2Cu2.9Ni0.1O6.86,74
S-16288,Y0.9Ca0.1Ba2Cu2.9Zn0.1O6.81,50
S-3264,Y0.9Ca0.1Ba2Cu3O6.03,19.8
S-7622,Y0.9Ca0.1Ba2Cu3O6.3,28.1
S-15851,Y0.9Ca0.1Ba2Cu3O6.4,41.8
S-3700,Y0.9Ca0.1Ba2Cu3O6.59,68.8
S-10962,Y0.9Ca0.1Ba2Cu3O6.6,65.3
S-10803,Y0.9Ca0.1Ba2Cu3O6.66,80
S-11760,Y0.9Ca0.1Ba2Cu3O6.67,82
S-1991,Y0.9Ca0.1Ba2Cu3O6.7,73
S-13941,Y0.9Ca0.1Ba2Cu3O6.72,82.6
S-4590,Y0.9Ca0.1Ba2Cu3O6.8,84.1
S-16002,Y0.9Ca0.1Ba2Cu3O6.87,85.4
S-12233,Y0.9Ca0.1Ba2Cu3O6.9,88.6
S-12595,Y0.9Ca0.1Ba2Cu3O6.91,81.1
S-13027,Y0.9Ca0.1Ba2Cu3O6.93,83.3
S-13137,Y0.9Ca0.1Ba2Cu3O6.96,81.5
S-1385,Y0.9Ca0.1Ba2Cu3O6.98,81.8
S-11776,Y0.9Ca0.1Ba2Cu3O7,81.8
S-6142,Y0.9Ca0.1Ba2Cu4O8,87.62
S-3915,Y0.9Ca0.1C2,3.15
S-11417,Y0.9Ca0.1Sr2Cu2.5Fe0.5O6.9,20
S-9776,Y0.9Cd0.1Ba2Cu3O7,89.9
S-22,Y0.9Ce0.1Ni2B2C1,11.9
S-12744,Y0.9Cs0.1Ba2Cu3O6.47,91.3
S-587,Y0.9Fe0.1B6,3.3
S-2258,Y0.9Ga0.1Ba2Cu4O8,74
S-13851,Y0.9Gd0.1Ni2B2C1,12
S-2442,Y0.9Gd0.1Rh4B4,8.66
S-11030,Y0.9K0.1Ba2Cu3O6.51,92.05
S-6137,Y0.9La0.1B6,6.8
S-12222,Y0.9La0.1Ba2Cu3O6.62,92.35
S-10961,Y0.9La0.1Ba2Cu3O6.97,91
S-11179,Y0.9Lu0.1Ni2B2C1,15.56
S-8380,Y0.9Pr0.1Ba2Cu3O6.6,44.1
S-13214,Y0.9Pr0.1Ba2Cu3O6.65,56.1
S-14146,Y0.9Pr0.1Ba2Cu3O6.75,52.2
S-15066,Y0.9Pr0.1Ba2Cu3O6.8,65.6
S-13620,Y0.9Pr0.1Ba2Cu3O6.82,82
S-5338,Y0.9Pr0.1Ba2Cu3O6.91,81
S-15342,Y0.9Pr0.1Ba2Cu3O6.96,83
S-645,Y0.9Pr0.1Ba2Cu3O6.965,85
S-1493,Y0.9Pr0.1Ba2Cu3O6.97,88.1
S-8048,Y0.9Pr0.1Ba2Cu3O6.98,85.9
S-11591,Y0.9Pr0.1Ba2Cu3O7,84.1
S-8926,Y0.9Pr0.1Ba2Cu4O8,72.62
S-148,Y0.9Pr0.1Ni2B2C1,11.2
S-4746,Y0.9Rb0.1Ba2Cu3O6.42,92.4
S-7923,Y0.9Sc0.1Ba2Cu3O6.56,91.4
S-13430,Y0.9Sc0.1Ba2Cu4O8,81
S-7330,Y0.9Tb0.1Ba2Cu3O7,91
S-8217,Y0.9Tb0.1Ba2Cu4O8,78
S-15294,Y0.9Th0.1Ni1C2,6.005
S-12503,Y0.9Zn0.1Ba2Cu3O7,54.9
S-8737,Y1.01Ba2.01Cu2.697Fe0.303O,36
S-8860,Y1.01Ba2.01Cu2.906Ni0.094O6.7,71
S-7378,Y1.01Ba2.03Cu2.808Li0.192O6.6,33
S-5504,Y1.04Ba1.96Cu3O6.8,90.6
S-10004,Y1.1Ba1.9Cu3O6.65,91.25
S-11655,Y1.1Ba2Cu3O6.87,95.9
S-7342,Y1.2Ba0.8Cu1O4,75
S-10924,Y1.2Ba1.8Cu3O6.68,92.3
S-9579,Y1.2Ba2Cu3O6.98,93.4
S-14633,Y1.2Mo6S8,2.1
S-9188,Y1.2Th0.8C2.7,16
S-10297,Y1.2Th0.8C2.9,15.8
S-3369,Y1.3Th0.7C2.7,16.8
S-13816,Y1.4Th0.6C2.4,15.4
S-7836,Y1.4Th0.6C2.7,16.7
S-10747,Y1.4Th0.6C2.8,16.3
S-12904,Y1.4Th0.6C2.9,16.3
S-2851,Y1.4Th0.6C3,16.8
S-9745,Y1.5Th0.5C3,16.7
S-1533,Y1.68Lu0.32Fe3Si5,0.98
S-15067,Y1.6Lu0.4Fe3Si5,1.65
S-10010,Y1.6Th0.4C2.7,14.7
S-7173,Y1.8Au0.2C2.6,10.1
S-4852,Y1.8Th0.2C2.7,12
S-12386,Y1.8Ti0.2C2.9,14.2
S-13992,Y1.8Ti0.2C3.1,14.5
S-4613,Y1.8W0.2C2.9,14.5
S-2219,Y1.8W0.2C3.1,14.8
S-2346,Y1.8Zr0.2C2.9,13
S-8093,Y1.968Lu0.032Fe3Si5,2.9
S-9501,Y1.9Dy0.1Fe3Si5,2.75
S-13479,Y1B2C2,3.6
S-12602,Y1Ba0.5Sr1.5Cu3O6.98,78
S-13085,Y1Ba0.74Sr1.26Cu3O6.98,80.5
S-11148,Y1Ba0.75Sr1.25Cu3O6.91,80
S-12528,Y1Ba0.75Sr1.25Cu3O6.94,74
S-11505,Y1Ba0.8Sr1.2Cu3O6.8,82
S-217,Y1Ba1.25Sr0.75Cu3O6.928,85.5
S-3808,Y1Ba1.2Sr0.8Cu3O6.8,86
S-7388,Y1Ba1.2Sr0.8Cu4O7.9,79
S-4315,Y1Ba1.36Sr0.64Cu4O8,81
S-4143,Y1Ba1.3Sr0.7Cu3O6.98,84.5
S-7935,Y1Ba1.46Sr0.54Cu4O8,79.5
S-8189,Y1Ba1.4Sr0.6Cu3O6.8,86
S-5764,Y1Ba1.4Sr0.6Cu4O7.8,78.5
S-6855,Y1Ba1.4Sr0.6Cu4O7.95,82
S-7248,Y1Ba1.4Sr0.6Cu4O8,79.17
S-2205,Y1Ba1.54La0.46Cu3O7.118,44.1
S-14545,Y1Ba1.5La0.5Cu3O7,0.3
S-12145,Y1Ba1.5La0.5Cu3O7.06,22
S-4942,Y1Ba1.5La0.5Cu3O7.08,38
S-13746,Y1Ba1.5La0.5Cu3O7.1,30
S-12763,Y1Ba1.5La0.5Cu3O7.17,55.55
S-1649,Y1Ba1.5La0.5Cu3O7.19,38.3
S-3448,Y1Ba1.5La0.5Cu3O7.22,36.6
S-2356,Y1Ba1.5Sr0.5Cu3O6.75,49.9
S-11348,Y1Ba1.5Sr0.5Cu3O6.85,72.9
S-4364,Y1Ba1.5Sr0.5Cu3O6.9,86.3
S-7130,Y1Ba1.5Sr0.5Cu3O6.91,86.3
S-4387,Y1Ba1.5Sr0.5Cu3O6.938,87.6
S-8862,Y1Ba1.5Sr0.5Cu3O6.95,85.9
S-4184,Y1Ba1.5Sr0.5Cu3O6.96,89
S-7058,Y1Ba1.5Sr0.5Cu3O6.98,86
S-11744,Y1Ba1.65Sr0.35Cu4O8,80.8
S-3581,Y1Ba1.66La0.34Cu3O7.073,56
S-15011,Y1Ba1.6La0.4Cu3O7,32.2
S-15333,Y1Ba1.6La0.4Cu3O7.04,59
S-11992,Y1Ba1.6La0.4Cu3O7.05,52
S-5640,Y1Ba1.6La0.4Cu3O7.06,52
S-11098,Y1Ba1.6La0.4Cu3O7.083,49.4
S-6583,Y1Ba1.6La0.4Cu3O7.11,49.3
S-1784,Y1Ba1.6La0.4Cu3O7.14,69.08
S-10291,Y1Ba1.6Sr0.4Cu3O6.8,88.5
S-12167,Y1Ba1.6Sr0.4Cu4O7.9,79
S-6678,Y1Ba1.6Sr0.4Cu4O7.95,82
S-7040,Y1Ba1.6Sr0.4Cu4O8,79.5
S-10267,Y1Ba1.72La0.28Cu4O8,18.9
S-2454,Y1Ba1.75Cu2.75Co0.25O6.95,25
S-1272,Y1Ba1.75Cu2.75Co0.25O7.06,63
S-4829,Y1Ba1.75Sr0.25Cu3O6.928,89.6
S-16132,Y1Ba1.76La0.24Cu3O7.024,73.4
S-4379,Y1Ba1.76Sr0.24Cu4O8,76
S-6509,Y1Ba1.78La0.22Cu4O8,37.9
S-1811,Y1Ba1.7Cs0.3Cu3O6.6,93.75
S-10588,Y1Ba1.7K0.3Cu3O6.54,92.85
S-9891,Y1Ba1.7La0.3Cu3O7.059,61.4
S-5407,Y1Ba1.7La0.3Cu4O7.8,62.7
S-5957,Y1Ba1.7Rb0.3Cu3O6.52,91.05
S-12094,Y1Ba1.85Cu2.85Co0.15O6.94,55
S-5019,Y1Ba1.85Cu2.85Co0.15O7.04,79
S-12487,Y1Ba1.86La0.14Cu3O6.96,91.9
S-107,Y1Ba1.86La0.14Cu3O6.98,89.4
S-3970,Y1Ba1.87La0.13Cu4O8,61
S-13778,Y1Ba1.88La0.12Cu3O6.96,93.2
S-14276,Y1Ba1.89La0.11Cu3O6.96,93.6
S-3863,Y1Ba1.8Cs0.2Cu3O6.58,93.3
S-15270,Y1Ba1.8Cu2.8Co0.2O6.95,43
S-9997,Y1Ba1.8Cu2.8Co0.2O7.05,70
S-10108,Y1Ba1.8K0.2Cu3O6.57,93
S-2979,Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2
S-15346,Y1Ba1.8La0.2Cu3O6.6,28.1
S-1095,Y1Ba1.8La0.2Cu3O6.7,44.3
S-14121,Y1Ba1.8La0.2Cu3O6.8,47.2
S-5004,Y1Ba1.8La0.2Cu3O6.81,91.7
S-1617,Y1Ba1.8La0.2Cu3O6.85,51.4
S-12907,Y1Ba1.8La0.2Cu3O6.9,61.4
S-710,Y1Ba1.8La0.2Cu3O6.95,78
S-4855,Y1Ba1.8La0.2Cu3O6.96,80
S-12355,Y1Ba1.8La0.2Cu3O7,79.05
S-12977,Y1Ba1.8La0.2Cu3O7.013,80.5
S-10769,Y1Ba1.8La0.2Cu3O7.03,88.85
S-14993,Y1Ba1.8La0.2Cu3O7.05,77.3
S-14747,Y1Ba1.8La0.2Cu4O7.9,60.1
S-547,Y1Ba1.8La0.2Cu4O8,44
S-7566,Y1Ba1.8Rb0.2Cu3O6.56,90.55
S-13318,Y1Ba1.8Sc0.2Cu3O6.64,88.8
S-2720,Y1Ba1.8Sr0.2Cu3O6.8,90.5
S-12852,Y1Ba1.8Sr0.2Cu3O6.98,89
S-13994,Y1Ba1.8Sr0.2Cu4O7.9,78
S-14052,Y1Ba1.8Sr0.2Cu4O7.95,82
S-6201,Y1Ba1.8Sr0.2Cu4O8,77.7
S-1703,Y1Ba1.925La0.075Cu3O6.9,99
S-9857,Y1Ba1.926Ca0.074Cu4O8,83.3
S-12495,Y1Ba1.92La0.08Cu3O6.96,94
S-13161,Y1Ba1.92La0.08Cu3O6.965,92.6
S-11266,Y1Ba1.94La0.06Cu3O6.96,94
S-2665,Y1Ba1.95Cu2.95Co0.05O6.9,70
S-6477,Y1Ba1.95Cu2.95Co0.05O7,90
S-5241,Y1Ba1.95La0.05Cu3O6.89,86
S-11178,Y1Ba1.95La0.05Cu3O6.9,99
S-12493,Y1Ba1.95La0.05Cu3O6.96,93.8
S-13480,Y1Ba1.95La0.05Cu3O6.98,89.65
S-11446,Y1Ba1.96La0.04Cu3O6.96,93.6
S-2445,Y1Ba1.96Sr0.04Cu3O6.98,91.8
S-13703,Y1Ba1.972Ca0.028Cu4O8,79.7
S-5540,Y1Ba1.975La0.025Cu3O6.95,99
S-15280,Y1Ba1.97La0.03Cu3O6.96,93.2
S-9065,Y1Ba1.98La0.02Cu3O6.96,92.6
S-13259,Y1Ba1.98La0.02Cu4O8,74.3
S-5213,Y1Ba1.99Cu2.847Ag0.153O6.7,86
